head	https://image.pollinations.ai/prompt/professional%20realistic%20photograph%2C%20DSLR%2C%20soft%20natural%20light%2C%20plain%20neutral%20background%2C%20sharp%20focus%2C%20photorealistic%2C%20fully%20clothed%2C%20modest%20clothing%2C%20natural%20anatomy%2C%20correct%20hands%2C%20no%20bare%20skin%2C%20no%20text%2C%20no%20watermark%2C%20a%20side%20profile%20portrait%20of%20a%20person%20wearing%20a%20shirt%2C%20head%20and%20face%20clearly%20visible?width=1024&height=1024&nologo=true&seed=52000&model=flux
arm	https://image.pollinations.ai/prompt/professional%20realistic%20photograph%2C%20DSLR%2C%20soft%20natural%20light%2C%20plain%20neutral%20background%2C%20sharp%20focus%2C%20photorealistic%2C%20fully%20clothed%2C%20modest%20clothing%2C%20natural%20anatomy%2C%20correct%20hands%2C%20no%20bare%20skin%2C%20no%20text%2C%20no%20watermark%2C%20a%20person%20in%20a%20short-sleeved%20t-shirt%20holding%20one%20arm%20out%20straight%20to%20the%20side?width=1024&height=1024&nologo=true&seed=52001&model=flux
back	https://image.pollinations.ai/prompt/professional%20realistic%20photograph%2C%20DSLR%2C%20soft%20natural%20light%2C%20plain%20neutral%20background%2C%20sharp%20focus%2C%20photorealistic%2C%20fully%20clothed%2C%20modest%20clothing%2C%20natural%20anatomy%2C%20correct%20hands%2C%20no%20bare%20skin%2C%20no%20text%2C%20no%20watermark%2C%20a%20person%20wearing%20a%20plain%20shirt%20photographed%20from%20behind%2C%20upper%20back%20view?width=1024&height=1024&nologo=true&seed=52002&model=flux
leg	https://image.pollinations.ai/prompt/professional%20realistic%20photograph%2C%20DSLR%2C%20soft%20natural%20light%2C%20plain%20neutral%20background%2C%20sharp%20focus%2C%20photorealistic%2C%20fully%20clothed%2C%20modest%20clothing%2C%20natural%20anatomy%2C%20correct%20hands%2C%20no%20bare%20skin%2C%20no%20text%2C%20no%20watermark%2C%20a%20person%20wearing%20trousers%20and%20shoes%2C%20legs%20shown%20standing?width=1024&height=1024&nologo=true&seed=52003&model=flux
stomach	https://image.pollinations.ai/prompt/professional%20realistic%20photograph%2C%20DSLR%2C%20soft%20natural%20light%2C%20plain%20neutral%20background%2C%20sharp%20focus%2C%20photorealistic%2C%20fully%20clothed%2C%20modest%20clothing%2C%20natural%20anatomy%2C%20correct%20hands%2C%20no%20bare%20skin%2C%20no%20text%2C%20no%20watermark%2C%20a%20person%20in%20a%20t-shirt%20resting%20both%20hands%20flat%20on%20their%20stomach?width=1024&height=1024&nologo=true&seed=52004&model=flux
headache	https://image.pollinations.ai/prompt/professional%20realistic%20photograph%2C%20DSLR%2C%20soft%20natural%20light%2C%20plain%20neutral%20background%2C%20sharp%20focus%2C%20photorealistic%2C%20fully%20clothed%2C%20modest%20clothing%2C%20natural%20anatomy%2C%20correct%20hands%2C%20no%20bare%20skin%2C%20no%20text%2C%20no%20watermark%2C%20a%20fully%20clothed%20person%20in%20a%20jumper%20pressing%20both%20temples%20with%20their%20fingers%2C%20pained%20expression?width=1024&height=1024&nologo=true&seed=52005&model=flux
bandage	https://image.pollinations.ai/prompt/professional%20realistic%20photograph%2C%20single%20real%20object%2C%20DSLR%2C%20soft%20studio%20light%2C%20plain%20neutral%20light%20grey%20background%2C%20centered%2C%20sharp%20focus%2C%20high%20detail%2C%20no%20text%2C%20no%20letters%2C%20no%20watermark%2C%20no%20logo%2C%20no%20illustration%2C%20no%20cartoon%2C%20photorealistic%2C%20a%20rolled%20white%20medical%20gauze%20bandage%20next%20to%20a%20folded%20bandage%20strip?width=1024&height=1024&nologo=true&seed=52006&model=flux
plaster	https://image.pollinations.ai/prompt/professional%20realistic%20photograph%2C%20single%20real%20object%2C%20DSLR%2C%20soft%20studio%20light%2C%20plain%20neutral%20light%20grey%20background%2C%20centered%2C%20sharp%20focus%2C%20high%20detail%2C%20no%20text%2C%20no%20letters%2C%20no%20watermark%2C%20no%20logo%2C%20no%20illustration%2C%20no%20cartoon%2C%20photorealistic%2C%20several%20adhesive%20fabric%20sticking%20plasters%20for%20a%20cut%2C%20scattered?width=1024&height=1024&nologo=true&seed=52007&model=flux
snow	https://image.pollinations.ai/prompt/professional%20realistic%20photograph%2C%20DSLR%2C%20natural%20daylight%2C%20sharp%20focus%2C%20photorealistic%2C%20no%20readable%20text%2C%20no%20watermark%2C%20no%20logo%2C%20no%20cartoon%2C%20fresh%20white%20snow%20lying%20deep%20on%20the%20ground%20with%20footprints%2C%20winter?width=1024&height=1024&nologo=true&seed=52008&model=flux
nose	https://image.pollinations.ai/prompt/professional%20realistic%20photograph%2C%20DSLR%2C%20soft%20natural%20light%2C%20plain%20neutral%20background%2C%20sharp%20focus%2C%20photorealistic%2C%20fully%20clothed%2C%20modest%20clothing%2C%20natural%20anatomy%2C%20correct%20hands%2C%20no%20bare%20skin%2C%20no%20text%2C%20no%20watermark%2C%20a%20front%20portrait%20of%20a%20persons%20face%20with%20the%20nose%20in%20sharp%20focus?width=1024&height=1024&nologo=true&seed=52009&model=flux
